asv_code	domain	supergroup	division	subdivision	class	order	family	genus	species	trophic_mode
ZOTU-V7_9152	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9156	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	parasites
ZOTU-V7_9157	Eukaryota	Obazoa	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Catenulida	Rhynchoscolex	Rhynchoscolex_simplex	heterotrophs
ZOTU-V7_9159	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Caloneis	Caloneis_silicula	phototrophs
ZOTU-V7_916	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9160	Eukaryota	Amoebozoa	Tubulinea	Tubulinea_X	Elardia	Euamoebida	Hartmannellidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9162	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.	heterotrophs
ZOTU-V7_9163	Eukaryota	Amoebozoa	Tubulinea	Tubulinea_X	Elardia	Leptomyxida	Leptomyxidae	Leptomyxa	Unassigned	heterotrophs
ZOTU-V7_9164	Eukaryota	TSAR	Alveolata	Ciliophora	CONTH_2	CONTH_2_X	CONTH_2_XX	CONTH_2_XXX	CONTH_2_XXX_sp.	heterotrophs
ZOTU-V7_9165	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9167	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9168	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Pseudonosematidae	Pseudonosematidae_sp.	parasites
ZOTU-V7_917	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Eumonhystera	Eumonhystera_filiformis	heterotrophs
ZOTU-V7_9170	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9171	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_9172	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9173	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9175	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_9176	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Ochromonadales	Ochromonadaceae	Dinobryon	Unassigned	mixotrophs
ZOTU-V7_9179	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_9180	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_9181	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_9182	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9184	Eukaryota	TSAR	Alveolata	Ciliophora	Spirotrichea	Oligotrichida	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9185	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Naviculales	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9188	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Peniculia	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9189	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9190	Eukaryota	Cryptista	Cryptophyta	Cryptophyta_X	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Unassigned	Unassigned	NA
ZOTU-V7_9192	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9193	Eukaryota	TSAR	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9195	Eukaryota	TSAR	Rhizaria	Cercozoa	Novel-clade-10-12	Novel-clade-10	Novel-clade-10_X	Novel-clade-10_XX	Novel-clade-10_XX_sp.	heterotrophs
ZOTU-V7_9197	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9199	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_92	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allapsidae_X	Allapsidae_X_sp.	heterotrophs
ZOTU-V7_920	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9201	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Vampyrellidae	Vampyrella	Vampyrella_sp.	heterotrophs
ZOTU-V7_9203	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9204	Eukaryota	Obazoa	Opisthokonta	Fungi	Mucoromycota	Glomeromycotina	Glomerales	Glomus	Glomus_sp.	symbiotrophs
ZOTU-V7_9205	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_9207	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9208	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9209	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Microsporidium	Microsporidium_sp.	parasites
ZOTU-V7_921	Eukaryota	TSAR	Alveolata	Chrompodellids	Colpodellidea	Colpodellida	Colpodellaceae	Colpodellidae2	Colpodellidae2_sp.	NA
ZOTU-V7_9210	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_9215	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	heterotrophs
ZOTU-V7_9216	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_9217	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiales	Chytridiaceae	Chytriomyces	Chytriomyces_sp.	saprotrophs
ZOTU-V7_9218	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_922	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Group-Te	Group_Te_sp.	heterotrophs
ZOTU-V7_9220	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_9222	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Zygnemophyceae	Zygnemophyceae_X	Zygnemophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_9223	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9224	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Ascomycota_X	Ascomycota_XX	Archaeorhizomyces	Unassigned	heterotrophs
ZOTU-V7_9227	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_923	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chloromonas	Unassigned	phototrophs
ZOTU-V7_9230	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_9231	Eukaryota	Amoebozoa	Evosea	Evosea_X	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	Unassigned	heterotrophs
ZOTU-V7_9233	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9235	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9237	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9239	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_924	Eukaryota	Excavata	Metamonada	Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Hexamitidae_X	Hexamitidae_X_sp.	heterotrophs
ZOTU-V7_9241	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Unassigned	Unassigned	parasites
ZOTU-V7_9243	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9244	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_9246	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_9247	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Ostracoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9250	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9251	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_X	Tremellomycetes_X_sp.	heterotrophs
ZOTU-V7_9252	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Wickerhamomyces	Wickerhamomyces_anomalus	saprotrophs
ZOTU-V7_9255	Eukaryota	TSAR	Alveolata	Ciliophora	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9257	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_9258	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_9259	Eukaryota	TSAR	Alveolata	Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	parasites
ZOTU-V7_926	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Glissomonadida_X	Glissomonadida_XX	Glissomonadida_XX_sp.	heterotrophs
ZOTU-V7_9260	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_9262	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_9263	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_9264	Eukaryota	Amoebozoa	Tubulinea	Tubulinea_X	Elardia	Euamoebida	Nolandellidae	Nolandellidae_X	Nolandellidae_X_sp.	heterotrophs
ZOTU-V7_9265	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9266	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_927	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetes_X	Dothideomycetes_X_sp.	heterotrophs
ZOTU-V7_9270	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_9271	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_9272	Eukaryota	TSAR	Alveolata	Ciliophora	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9273	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Synurales	Synuraceae	Mallomonas	Mallomonas_torquata	phototrophs
ZOTU-V7_9275	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9276	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9277	Eukaryota	Obazoa	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Rhabdocoela	Microdalyellia	Microdalyellia_sinensis	heterotrophs
ZOTU-V7_9280	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9281	Eukaryota	Amoebozoa	Tubulinea	Tubulinea_X	Elardia	Euamoebida	Hartmannellidae	Hartmannellidae_X	Hartmannellidae_X_sp.	heterotrophs
ZOTU-V7_9283	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Aphagea	Rhabdomonadales	Rhabdomonas	Rhabdomonas_incurva	heterotrophs
ZOTU-V7_9284	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Ascomycota_X	Ascomycota_XX	Archaeorhizomyces	Archaeorhizomyces_finlayi	heterotrophs
ZOTU-V7_9285	Eukaryota	Obazoa	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9286	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Hymenostomatia	Tetrahymenida	Tetrahymenida_X	Tetrahymenida_X_sp.	heterotrophs
ZOTU-V7_9287	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiales	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_9288	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_929	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiales	Chytridiales_X	Chytridiales_XX	Chytridiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_9290	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9291	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9292	Eukaryota	Amoebozoa	Evosea	Evosea_X	Variosea	Variosea_X	Phalansteriidae	Phalansterium	Phalansterium_sp.	heterotrophs
ZOTU-V7_9293	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.	heterotrophs
ZOTU-V7_9296	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Microsporidium	Microsporidium_sp.	parasites
ZOTU-V7_93	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9303	Eukaryota	TSAR	Alveolata	Chrompodellids	Colpodellidea	Colpodellida	Colpodellaceae	Colpodella	Colpodella_sp.	NA
ZOTU-V7_9304	Eukaryota	Amoebozoa	Tubulinea	Tubulinea_X	Elardia	Euamoebida	Nolandellidae	Nolandellidae_X	Nolandellidae_X_sp.	heterotrophs
ZOTU-V7_9305	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Chlorellales	Chlorellales_X	Prototheca	Prototheca_stagnora	phototrophs
ZOTU-V7_9306	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9308	Eukaryota	TSAR	Alveolata	Dinoflagellata	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_9309	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Teratocephalus	Teratocephalus_lirellus	heterotrophs
ZOTU-V7_931	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_9310	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9314	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Scenedesmus	Scenedesmus_pupukensis	phototrophs
ZOTU-V7_9315	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_9316	Eukaryota	TSAR	Alveolata	Ciliophora	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_932	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Unassigned	Unassigned	parasites
ZOTU-V7_9321	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Plasmodiophorida_X	Spongospora	Spongospora_subterranea	parasites
ZOTU-V7_9323	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	Unassigned	phototrophs
ZOTU-V7_9324	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_9325	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Trebouxiophyceae_X	Trebouxiophyceae_XX	Choricystis	Unassigned	phototrophs
ZOTU-V7_9327	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Scytomonadidae	Petalomonas	Unassigned	NA
ZOTU-V7_9328	Eukaryota	TSAR	Alveolata	Apicomplexa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	parasites
ZOTU-V7_9330	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_9335	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_9337	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9345	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9347	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Naviculales	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9349	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9351	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9352	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9355	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_9356	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9357	Eukaryota	Amoebozoa	Tubulinea	Tubulinea_X	Elardia	Euamoebida	Nolandellidae	Nolandellidae_X	Nolandellidae_X_sp.	heterotrophs
ZOTU-V7_9358	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9359	Eukaryota	TSAR	Stramenopiles	Bigyra	Opalozoa	Opalozoa_X	MAST-12	MAST-12C	MAST-12C_sp.	heterotrophs
ZOTU-V7_936	Eukaryota	TSAR	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	Arcuospathidium	Arcuospathidium_namibiense	heterotrophs
ZOTU-V7_9362	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9364	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	parasites
ZOTU-V7_9366	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Eustigmatophyceae_XXX	Eustigmatophyceae_XXX_sp.	phototrophs
ZOTU-V7_9368	Eukaryota	TSAR	Alveolata	Ciliophora	Colpodea	Colpodea_X	Platyophryida	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9369	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_937	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	parasites
ZOTU-V7_9372	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Orthosomella	Orthosomella_operophterae	parasites
ZOTU-V7_9373	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.	heterotrophs
ZOTU-V7_9374	Eukaryota	Obazoa	Opisthokonta	Fungi	Blastocladiomycota	Blastocladiomycotina	Blastocladiomycetes	Blastocladiomycota_XX	Blastocladiomycota_X_sp.	heterotrophs
ZOTU-V7_9375	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9376	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9377	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_9378	Eukaryota	TSAR	Alveolata	Ciliophora	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_938	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Ochromonadales	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9381	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Helmichia	Helmichia_lacustris	parasites
ZOTU-V7_9382	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_9384	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_9385	Eukaryota	TSAR	Stramenopiles	Gyrista	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_9386	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_9388	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_939	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_9393	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_9394	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Sandonidae_X	Sandonidae_X_sp.	heterotrophs
ZOTU-V7_9399	Eukaryota	Obazoa	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Rhabdocoela	Castrada	Unassigned	heterotrophs
ZOTU-V7_94	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_940	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_9400	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Eumonhystera	Eumonhystera_filiformis	heterotrophs
