asv_code	domain	supergroup	division	subdivision	class	order	family	genus	species	trophic_mode
ZOTU-V7_11530	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11532	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Mattesia	Unassigned	parasites
ZOTU-V7_11538	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11539	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_1154	Eukaryota	TSAR	Stramenopiles	Bigyra	Opalozoa	Opalozoa_X	MAST-12	MAST-12A	MAST-12A_sp.	heterotrophs
ZOTU-V7_11542	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11545	Eukaryota	TSAR	Alveolata	Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	parasites
ZOTU-V7_11547	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11548	Eukaryota	TSAR	Rhizaria	Cercozoa	Novel-clade-10-12	Novel-clade-10	Novel-clade-10_X	Novel-clade-10_XX	Novel-clade-10_XX_sp.	heterotrophs
ZOTU-V7_11549	Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Ripella	Unassigned	heterotrophs
ZOTU-V7_1155	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11550	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Orthosomella	Orthosomella_operophterae	parasites
ZOTU-V7_11555	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11557	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Euglenophyceae	Euglenaceae	Euglena	Euglena_mutabilis	phototrophs
ZOTU-V7_1156	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11560	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_11562	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Trebouxiophyceae_X	Trebouxiophyceae_XX	Choricystis	Unassigned	phototrophs
ZOTU-V7_11567	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.	NA
ZOTU-V7_11568	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_1157	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Naviculales	Neidiaceae	Neidium	Neidium_affine	phototrophs
ZOTU-V7_11571	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11572	Eukaryota	Obazoa	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11573	Eukaryota	Obazoa	Opisthokonta	Metazoa	Tardigrada	Tardigrada_X	Tardigrada_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11574	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11576	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Pseudonosematidae	Pseudonosematidae_sp.	parasites
ZOTU-V7_11577	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11578	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11583	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11584	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11586	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11589	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.	phototrophs
ZOTU-V7_1159	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_11590	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_11591	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_11594	Eukaryota	TSAR	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11596	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11597	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11598	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11599	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Insecta	Chironomus	Chironomus_tepperi	heterotrophs
ZOTU-V7_116	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	parasites
ZOTU-V7_11602	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11603	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11604	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11606	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allapsidae_X	Allapsidae_X_sp.	heterotrophs
ZOTU-V7_11607	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11608	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_1161	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11610	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Bacillidium	Bacillidium_vesiculoformis	parasites
ZOTU-V7_11611	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_11612	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Sandonidae_X	Sandonidae_X_sp.	heterotrophs
ZOTU-V7_11613	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11615	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.	heterotrophs
ZOTU-V7_11618	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1162	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_11622	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_11623	Eukaryota	Excavata	Metamonada	Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Trepomonas	Trepomonas_sp.	heterotrophs
ZOTU-V7_11625	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Leidyana1	Unassigned	parasites
ZOTU-V7_11626	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11629	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11630	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11631	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_11637	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Charophyceae	Charophyceae_X	Charophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_11639	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1164	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.	NA
ZOTU-V7_11641	Eukaryota	Excavata	Metamonada	Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11643	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11648	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11649	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1165	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11651	Eukaryota	Obazoa	Opisthokonta	Fungi	Blastocladiomycota	Blastocladiomycotina	Blastocladiomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11652	Eukaryota	TSAR	Stramenopiles	Gyrista	Peronosporomycetes	Peronosporomycetes_X	Saprolegniales	Unassigned	Unassigned	parasites
ZOTU-V7_11658	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Cercomonadidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1166	Eukaryota	TSAR	Stramenopiles	Gyrista	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	Unassigned	phototrophs
ZOTU-V7_11660	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Vampyrellidae	Vampyrella	Vampyrella_sp.	heterotrophs
ZOTU-V7_11661	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11665	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11666	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11669	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_1167	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11672	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11676	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Antonospora	Unassigned	parasites
ZOTU-V7_11679	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1168	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Chlorellales	Chlorellales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_11680	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11681	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Sandonidae_X	Sandonidae_X_sp.	heterotrophs
ZOTU-V7_11682	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Chlorellales	Chlorellales_X	Prototheca	Prototheca_wickerhamii	phototrophs
ZOTU-V7_11684	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.	phototrophs
ZOTU-V7_11686	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11687	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11689	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_1169	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11691	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11692	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_117	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	parasites
ZOTU-V7_1170	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_11708	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11709	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_11713	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_11714	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	phototrophs
ZOTU-V7_11715	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Microsporidium	Microsporidium_sp.	parasites
ZOTU-V7_11716	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allantion	Allantion_sp.	heterotrophs
ZOTU-V7_11717	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiales	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_11718	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11719	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chrysophyceae_Clade-EC2H	Chrysophyceae_Clade-EC2H_X	Chrysophyceae_Clade-EC2H_XX	Chrysophyceae_Clade-EC2H_XX_sp.	phototrophs
ZOTU-V7_1172	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_11720	Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11722	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	Chlamydomonas_sp.	phototrophs
ZOTU-V7_11723	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Hydrurales	Hydrurales_Clade-II	Hydrurales_Clade-II_X	Hydrurales_Clade-II_X_sp.	phototrophs
ZOTU-V7_11724	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Ochromonadales	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11726	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_11728	Eukaryota	TSAR	Alveolata	Ciliophora	Colpodea	Colpodea_X	Cyrtolophosidida	Pseudocyrtolophosis	Pseudocyrtolophosis_sp.	heterotrophs
ZOTU-V7_1173	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11730	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11735	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11736	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11740	Eukaryota	Obazoa	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11741	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11743	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.	phototrophs
ZOTU-V7_11746	Eukaryota	Obazoa	Opisthokonta	Fungi	Zoopagomycota	Kickxellomycotina	Harpellales	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11747	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.	phototrophs
ZOTU-V7_11748	Eukaryota	Obazoa	Opisthokonta	Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.	heterotrophs
ZOTU-V7_11749	Eukaryota	Obazoa	Opisthokonta	Fungi	Zoopagomycota	Zoopagomycota_X	Zoopagomycota_XX	Zoopagomycota_XXX	Zoopagomycota_XXX_sp.	heterotrophs
ZOTU-V7_1175	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Oligohymenophorea_X	Oligohymenophorea_XX	Oligohymenophorea_XXX	Oligohymenophorea_XXX_sp.	heterotrophs
ZOTU-V7_11752	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_11755	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11757	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Eupetalomonads_X	Eupetalomonads_XX	Eupetalomonads_XX_sp.	NA
ZOTU-V7_11758	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1176	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.	heterotrophs
ZOTU-V7_11765	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11766	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_11768	Eukaryota	Obazoa	Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1177	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11770	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Zygnemophyceae	Zygnemophyceae_X	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11772	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Unassigned	Unassigned	parasites
ZOTU-V7_11774	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_11779	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11780	Eukaryota	TSAR	Alveolata	Chrompodellids	Colpodellidea	Colpodellida	Colpodellida_CHR1	Colpodellida_CHR1_X	Colpodellida_CHR1_X_sp.	NA
ZOTU-V7_11781	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Unassigned	Unassigned	parasites
ZOTU-V7_11783	Eukaryota	TSAR	Stramenopiles	Gyrista	Peronosporomycetes	Peronosporomycetes_X	Peronosporales	Unassigned	Unassigned	parasites
ZOTU-V7_11785	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11786	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	Fragilaria_vaucheriae	phototrophs
ZOTU-V7_11787	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11788	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Neobodonida	Rhynchomonadidae	Rhynchomonas	Rhynchomonas_sp.	heterotrophs
ZOTU-V7_11789	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_11791	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Bacillidium	Bacillidium_vesiculoformis	parasites
ZOTU-V7_11794	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_11796	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiales	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_11797	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11798	Eukaryota	Obazoa	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Rhabdocoela	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11799	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_118	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11801	Eukaryota	TSAR	Alveolata	Ciliophora	Litostomatea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11802	Eukaryota	Excavata	Metamonada	Preaxostyla	Preaxostyla_X	Preaxostyla_XX	Paramastigidae	Paratrimastix	Paratrimastix_pyriformis	heterotrophs
ZOTU-V7_11805	Eukaryota	TSAR	Alveolata	Ciliophora	Armophorea	Armophorea_X	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11806	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	parasites
ZOTU-V7_11807	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Ochromonadales	Ochromonadaceae	Epipyxis	Unassigned	phototrophs
ZOTU-V7_11808	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Glissomonadida_X	Glissomonadida_XX	Glissomonadida_XX_sp.	heterotrophs
ZOTU-V7_11810	Eukaryota	TSAR	Alveolata	Ciliophora	Heterotrichea	Heterotrichea_X	Spirostomidae	Spirostomum	Unassigned	heterotrophs
ZOTU-V7_11812	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_11813	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_11814	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_11815	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_11816	Eukaryota	Amoebozoa	Evosea	Evosea_X	Variosea	Variosea_X	Phalansteriidae	Phalansterium	Unassigned	heterotrophs
ZOTU-V7_11817	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
