"","Groups","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ZOTU-V7_8132","Obazoa","Eukaryota","Opisthokonta-Metazoa","Gastrotricha","Gastrotricha_X","Gastrotricha_XX",NA,NA
"ZOTU-V7_8133","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae",NA,NA
"ZOTU-V7_8140","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_8139","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_8143","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8141","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_8156","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8142","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8145","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Zygnemophyceae","Zygnemophyceae_X","Zygnemophyceae_XX",NA,NA
"ZOTU-V7_8146","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida",NA,NA,NA
"ZOTU-V7_8150","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_8147","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Imbricatea",NA,NA,NA,NA
"ZOTU-V7_8162","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida","Scytomonadidae","Notosolenus","Notosolenus_ostium"
"ZOTU-V7_8151","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Chytridiales","Chytridiales_X","Chytridiales_XX","Chytridiales_XX_sp."
"ZOTU-V7_8158","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda",NA,NA,NA,NA
"ZOTU-V7_8157","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae",NA,NA,NA,NA
"ZOTU-V7_8155","TSAR","Eukaryota","Alveolata-Ciliophora","Armophorea","Armophorea_X","Apometopidae","Urostomides","Urostomides_striatus"
"ZOTU-V7_8161","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycetes","Phragmidium","Phragmidium_mexicanum"
"ZOTU-V7_8159","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_8164","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Pucciniomycotina",NA,NA,NA
"ZOTU-V7_8165","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V7_8167","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V7_8170","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V7_8172","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae",NA,NA
"ZOTU-V7_8188","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida",NA,NA,NA
"ZOTU-V7_8179","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V7_8173","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales",NA,NA
"ZOTU-V7_8183","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","LOS7N/I-lineage",NA,NA
"ZOTU-V7_8181","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8178","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V7_8184","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Coelastrum",NA
"ZOTU-V7_8190","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V7_8189","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Dothideomycetes",NA,NA
"ZOTU-V7_8192","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_8193","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida","Sey055-lineage","Sey055-lineage_X","Sey055-lineage_X_sp."
"ZOTU-V7_8196","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8210","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X","Marssoniella","Marssoniella_elegans"
"ZOTU-V7_8206","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8209","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8197","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales",NA,NA
"ZOTU-V7_8205","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Sandonidae_X","Sandonidae_X_sp."
"ZOTU-V7_8202","Obazoa","Eukaryota","Opisthokonta-Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ZOTU-V7_8203","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8223","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8222","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8208","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X",NA,NA
"ZOTU-V7_8225","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V7_8213","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp."
"ZOTU-V7_8214","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V7_8218","Obazoa","Eukaryota","Opisthokonta-Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ZOTU-V7_8224","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida","Leptophryidae",NA,NA
"ZOTU-V7_8219","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Haptoria_6","Lacrymariidae","Lacrymariidae_X","Lacrymariidae_X_sp."
"ZOTU-V7_8220","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8221","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota",NA,NA,NA,NA
"ZOTU-V7_8231","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V7_8226","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_8227","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetes_X","Agaricomycetes_X_sp."
"ZOTU-V7_8229","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8245","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X","Pseudonosematidae","Pseudonosematidae_sp."
"ZOTU-V7_8235","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8236","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Enoplea","Enoplea_X",NA,NA
"ZOTU-V7_8239","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Fibrophrys","Fibrophrys_sp."
"ZOTU-V7_8246","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Prokinetoplastida","Ichthyobodonidae","Ichthyobodonidae_PRO1","Ichthyobodonidae_PRO1_sp."
"ZOTU-V7_8242","Amoebozoa","Eukaryota","Evosea-Evosea_X","Variosea","Variosea_X","Variosea_XX","Arboramoeba","Arboramoeba_reticulata"
"ZOTU-V7_8243","Obazoa","Eukaryota","Opisthokonta-Metazoa","Platyhelminthes","Turbellaria","Seriata",NA,NA
"ZOTU-V7_8249","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V7_8250","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_8251","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Peniculia","Lembadionidae","Lembadion",NA
"ZOTU-V7_8261","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8254","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_8252","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_8260","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V7_8257","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae",NA,NA
"ZOTU-V7_8258","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Peritrichia_2",NA,NA,NA
"ZOTU-V7_8256","Excavata","Eukaryota","Metamonada-Preaxostyla","Preaxostyla_X","Preaxostyla_XX","Paramastigidae","Paratrimastix","Paratrimastix_pyriformis"
"ZOTU-V7_8259","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Granofilosea","Limnofilida","Limnofilidae","Limnofilidae_X","Limnofilidae_X_sp."
"ZOTU-V7_8262","Obazoa","Eukaryota","Opisthokonta-Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ZOTU-V7_8264","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8266","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Hypotrichia",NA,NA,NA
"ZOTU-V7_8277","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Kinetoplastea_X","Kinetoplastea_XX","Kinetoplastea_XXX","Kinetoplastea_XXX_sp."
"ZOTU-V7_8272","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA
"ZOTU-V7_8267","Obazoa","Eukaryota","Opisthokonta-Metazoa","Annelida","Annelida_X","Annelida_XX",NA,NA
"ZOTU-V7_8273","Amoebozoa","Eukaryota","Discosea-Discosea_X","Flabellinia","Vannellida","Vannellidae","Vannella","Vannella_sp."
"ZOTU-V7_8270","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8274","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_8275","Obazoa","Eukaryota","Opisthokonta-Ichthyosporea","Ichthyophonida","Abeoformidae","Abeoformidae_Group_MAIP_2","Abeoformidae_Group_MAIP_2_X","Abeoformidae_Group_MAIP_2_X_sp."
"ZOTU-V7_8285","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida",NA,NA,NA,NA
"ZOTU-V7_8276","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda",NA,NA,NA,NA
"ZOTU-V7_8278","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8280","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA
"ZOTU-V7_8286","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Arcellinida","Phryganellina","Phryganella","Phryganella_paradoxa"
"ZOTU-V7_8287","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda",NA,NA,NA,NA
"ZOTU-V7_8284","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_8289","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Echinodontium","Echinodontium_tinctorium"
"ZOTU-V7_8309","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8294","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8296","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8298","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V7_8301","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Hymenostomatia","Tetrahymenida","Tetrahymena",NA
"ZOTU-V7_8299","Obazoa","Eukaryota","Opisthokonta-Fungi","Aphelidiomycota","Aphelidiales","Aphelidiaceae","Aphelidium","Aphelidium_desmodesmi"
"ZOTU-V7_8316","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Rhabdomonadales","Menoidium","Menoidium_gibbum"
"ZOTU-V7_8303","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Hexapoda","Insecta",NA,NA
"ZOTU-V7_8305","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_8304","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8306","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_8311","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8310","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V7_8315","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Hymenostomatia",NA,NA,NA
"ZOTU-V7_8313","Obazoa","Eukaryota","Opisthokonta-Metazoa","Metazoa_X","Metazoa_XX","Metazoa_XXX","Redudasys","Redudasys_fornerise"
"ZOTU-V7_8317","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X",NA,NA
"ZOTU-V7_8330","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V7_8320","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8329","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda",NA,NA
"ZOTU-V7_8341","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida",NA,NA,NA
"ZOTU-V7_8331","Obazoa","Eukaryota","Opisthokonta-Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ZOTU-V7_8328","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Zygnemophyceae","Zygnemophyceae_X","Zygnemophyceae_XX",NA,NA
"ZOTU-V7_8335","CRuMs","Eukaryota","Rigifilida-Rigifilida_X","Rigifilida_XX","Rigifilida_XXX","Rigifilida_XXXX","Micronuclearia","Micronuclearia_podoventralis"
"ZOTU-V7_8336","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X",NA,NA
"ZOTU-V7_8334","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_8340","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea",NA,NA,NA,NA
"ZOTU-V7_8338","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8342","TSAR","Eukaryota","Rhizaria-Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp."
"ZOTU-V7_8348","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_8346","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Characiopodium","Characiopodium_sp."
"ZOTU-V7_8350","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_8357","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Spongospora",NA
"ZOTU-V7_8352","TSAR","Eukaryota","Rhizaria-Rhizaria_X","Rhizaria_XX","Aquavolonida","Aquavolonida_X","Aquavolon",NA
"ZOTU-V7_8353","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V7_8356","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae",NA,NA
"ZOTU-V7_8364","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Neobodonida","Rhynchomonadidae","Rhynchomonas","Rhynchomonas_sp."
"ZOTU-V7_8355","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_8362","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda",NA,NA,NA,NA
"ZOTU-V7_8358","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8372","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Rhabdomonadales",NA,NA
"ZOTU-V7_8370","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida",NA,NA,NA
"ZOTU-V7_8363","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_8367","Obazoa","Eukaryota","Opisthokonta-Metazoa","Cnidaria","Cnidaria_X","Hydrozoa","Hydra","Hydra_magnipapillata"
"ZOTU-V7_8369","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Monocystis","Monocystis_agilis"
"ZOTU-V7_8371","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Chelicerata","Arachnida","Eupodidae","Eupodidae_sp."
"ZOTU-V7_8374","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8380","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes",NA
"ZOTU-V7_8397","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8385","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Amphifilaceae_X","Amphifilaceae_X_sp."
"ZOTU-V7_8384","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Heterochlamydomonas",NA
"ZOTU-V7_8386","TSAR","Eukaryota","Alveolata-Ciliophora","Colpodea","Colpodea_X","Cyrtolophosidida","Pseudocyrtolophosis","Pseudocyrtolophosis_sp."
"ZOTU-V7_8394","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Maxillopoda",NA,NA
"ZOTU-V7_8388","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8391","Obazoa","Eukaryota","Opisthokonta-Metazoa","Annelida","Annelida_X","Annelida_XX",NA,NA
"ZOTU-V7_8389","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea",NA,NA,NA,NA
"ZOTU-V7_8395","Obazoa","Eukaryota","Opisthokonta-Metazoa","Platyhelminthes","Turbellaria","Catenulida","Catenula","Catenula_turgida"
"ZOTU-V7_8396","TSAR","Eukaryota","Alveolata-Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp."
"ZOTU-V7_8408","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8402","Amoebozoa","Eukaryota","Discosea-Discosea_X","Centramoebia","Acanthopodida","Acanthamoebidae","Protacanthamoeba","Protacanthamoeba_sp."
"ZOTU-V7_8403","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Pucciniomycotina","Agaricostilbomycetes","Bensingtonia",NA
"ZOTU-V7_8406","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellaceae","Geminella","Geminella_interrupta"
"ZOTU-V7_8414","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_8409","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX",NA,NA
"ZOTU-V7_8411","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8413","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_8410","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Zygnemophyceae","Zygnemophyceae_X",NA,NA,NA
"ZOTU-V7_8422","Excavata","Eukaryota","Discoba-Discoba_X","Heterolobosea","Tetramitia_I","Neovahlkampfiidae","Neovahlkampfia","Neovahlkampfia_sp."
"ZOTU-V7_8416","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_8415","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Saccharomycotina","Saccharomycetales","Saccharomycopsis",NA
"ZOTU-V7_8418","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA
"ZOTU-V7_8419","TSAR","Eukaryota","Alveolata-Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp."
"ZOTU-V7_8420","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_8421","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_8425","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_8426","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8431","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_8433","TSAR","Eukaryota","Alveolata-Ciliophora","Armophorea","Armophorea_X",NA,NA,NA
"ZOTU-V7_8436","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Sorodiplophrys","Sorodiplophrys_stercorea"
"ZOTU-V7_8432","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_8449","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8444","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Kinetoplastea_X","Kinetoplastea_XX","Kinetoplastea_XXX","Kinetoplastea_XXX_sp."
"ZOTU-V7_8447","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Rhabdomonadales",NA,NA
"ZOTU-V7_8438","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8435","Obazoa","Eukaryota","Opisthokonta-Fungi","Mucoromycota","Glomeromycotina",NA,NA,NA
"ZOTU-V7_8456","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8437","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X",NA,NA
"ZOTU-V7_8441","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_8450","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8443","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8453","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8455","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8451","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Chromulinales","Chrysamoebaceae","Chrysamoeba",NA
"ZOTU-V7_8462","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V7_8458","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae",NA,NA,NA,NA
"ZOTU-V7_8460","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Ascogregarina","Ascogregarina_sp."
"ZOTU-V7_8459","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Hexapoda","Insecta",NA,NA
"ZOTU-V7_8461","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8469","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae",NA,NA
"ZOTU-V7_8465","Obazoa","Eukaryota","Opisthokonta-Opisthokonta_X","Opisthokonta_XX","Opisthokonta_XXX","Opisthokonta_XXXX","Opisthokonta_XXXXX","Opisthokonta_XXXXX_sp."
