"","Groups","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ZOTU-V7_8466","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V7_8474","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Arcellinida","Phryganellina","Phryganella","Phryganella_paradoxa"
"ZOTU-V7_8467","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_8472","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V7_8473","TSAR","Eukaryota","Stramenopiles-Gyrista","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","Eustigmatophyceae_XXX","Eustigmatophyceae_XXX_sp."
"ZOTU-V7_8481","Haptista","Eukaryota","Haptophyta-Haptophyta_X","Pavlovophyceae","Pavlovales","Pavlovaceae","Diacronema",NA
"ZOTU-V7_8493","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8484","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V7_8486","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V7_8483","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_8489","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Polymyxa-lineage","Polymyxa-lineage_X","Polymyxa-lineage_X_sp."
"ZOTU-V7_8491","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","Choricystis","Choricystis_sp."
"ZOTU-V7_8487","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_8495","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Sandonidae_X","Sandonidae_X_sp."
"ZOTU-V7_8500","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda",NA,NA
"ZOTU-V7_8494","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae","Oxytrichidae_X","Oxytrichidae_X_sp."
"ZOTU-V7_8503","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_8498","Obazoa","Eukaryota","Opisthokonta-Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ZOTU-V7_8499","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8497","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes",NA,NA
"ZOTU-V7_8504","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8517","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8506","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8508","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_8511","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp."
"ZOTU-V7_8510","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Hydrurales","Hydrurales_Clade-II","Hydrurales_Clade-II_X","Hydrurales_Clade-II_X_sp."
"ZOTU-V7_8514","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae",NA,NA,NA,NA
"ZOTU-V7_8509","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_8515","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8519","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea",NA,NA,NA
"ZOTU-V7_8524","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","Gregarina3","Gregarina3_sp."
"ZOTU-V7_8523","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae",NA,NA,NA,NA
"ZOTU-V7_8522","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_8525","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8539","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Rhabdomonadales","Rhabdomonas","Rhabdomonas_incurva"
"ZOTU-V7_8535","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V7_8527","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_8542","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Neobodonida","Rhynchomonadidae","Rhynchomonas","Rhynchomonas_sp."
"ZOTU-V7_8534","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Sandonidae_X","Sandonidae_X_sp."
"ZOTU-V7_8526","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Chrysophyceae_Cluster-I","Chrysophyceae_Cluster-I_X","Chrysophyceae_Cluster-I_XX","Chrysophyceae_Cluster-I_XX_sp."
"ZOTU-V7_8530","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Chytridiales",NA,NA,NA
"ZOTU-V7_8529","Obazoa","Eukaryota","Opisthokonta-Metazoa","Annelida","Annelida_X","Annelida_XX",NA,NA
"ZOTU-V7_8533","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V7_8536","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","Nolandellidae",NA,NA
"ZOTU-V7_8531","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_8540","Haptista","Eukaryota","Centroplasthelida-Centroplasthelida_X","Centroplasthelida_XX","Centroplasthelida_XXX","Centroplasthelida_XXXX","Centroplasthelida_XXXXX","Centroplasthelida_XXXXX_sp."
"ZOTU-V7_8538","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8543","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae",NA,NA
"ZOTU-V7_8547","Obazoa","Eukaryota","Opisthokonta-Metazoa","Craniata","Craniata_X","Mammalia","Homo","Homo_sapiens"
"ZOTU-V7_8544","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8554","Excavata","Eukaryota","Metamonada-Fornicata","Fornicata_X","Diplomonadida","Hexamitidae","Trepomonas",NA
"ZOTU-V7_8548","TSAR","Eukaryota","Alveolata-Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp."
"ZOTU-V7_8550","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V7_8553","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Chytridiales","Chytridiales_X","Chytridiales_XX","Chytridiales_XX_sp."
"ZOTU-V7_8570","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8568","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V7_8558","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae",NA,NA
"ZOTU-V7_8555","TSAR","Eukaryota","Alveolata-Chrompodellids","Colpodellidea","Colpodellida","Colpodellaceae","Colpodella",NA
"ZOTU-V7_8556","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Mamiellophyceae","Dolichomastigales","Crustomastigaceae",NA,NA
"ZOTU-V7_8564","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V7_8559","TSAR","Eukaryota","Stramenopiles-Bigyra",NA,NA,NA,NA,NA
"ZOTU-V7_8561","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Cymbellales","Gomphonemataceae","Encyonema",NA
"ZOTU-V7_8563","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae","Allapsidae_X","Allapsidae_X_sp."
"ZOTU-V7_8580","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X","Microsporidium","Microsporidium_sp."
"ZOTU-V7_8573","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_8574","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Saccharomycotina","Saccharomycetales","Yarrowia","Yarrowia_lipolytica"
"ZOTU-V7_8572","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Hibberdiales","Hibberdiales_X","Hibberdiales_XX","Hibberdiales_XX_sp."
"ZOTU-V7_8576","TSAR","Eukaryota","Stramenopiles-Gyrista","Coscinodiscophyceae","Aulacoseirales","Aulacoseiraceae","Aulacoseira",NA
"ZOTU-V7_8577","TSAR","Eukaryota","Alveolata-Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp."
"ZOTU-V7_8585","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae",NA,NA
"ZOTU-V7_8590","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V7_8582","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Sistotrema",NA
"ZOTU-V7_8600","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8604","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8589","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8593","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8592","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8594","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8595","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_8591","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V7_8601","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Oedogoniales","Oedogoniales_X","Oedogonium","Oedogonium_sp."
"ZOTU-V7_8602","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_sp."
"ZOTU-V7_8615","Excavata","Eukaryota","Metamonada-Fornicata","Fornicata_X","Diplomonadida","Hexamitidae",NA,NA
"ZOTU-V7_8605","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA
"ZOTU-V7_8606","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae",NA,NA
"ZOTU-V7_8608","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V7_8607","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_8610","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida","Leptophryidae",NA,NA
"ZOTU-V7_8621","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V7_8614","Haptista","Eukaryota","Centroplasthelida-Centroplasthelida_X","Centroplasthelida_XX","Centroplasthelida_XXX","Centroplasthelida_XXXX","Centroplasthelida_XXXXX","Centroplasthelida_XXXXX_sp."
"ZOTU-V7_8613","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_8630","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8620","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae",NA,NA,NA,NA
"ZOTU-V7_8617","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_8624","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_8623","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8622","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_8631","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_8626","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida",NA,NA,NA
"ZOTU-V7_8634","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8651","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_8632","Excavata","Eukaryota","Metamonada-Preaxostyla","Preaxostyla_X","Preaxostyla_XX","Paramastigidae","Paratrimastix","Paratrimastix_pyriformis"
"ZOTU-V7_8633","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_8636","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8644","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae",NA,NA
"ZOTU-V7_8642","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea",NA,NA,NA
"ZOTU-V7_8637","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes",NA,NA
"ZOTU-V7_8639","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_8656","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Rhabdomonadales","Rhabdomonas","Rhabdomonas_incurva"
"ZOTU-V7_8643","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V7_8652","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Eurotiomycetes_X","Eurotiomycetes_X_sp."
"ZOTU-V7_8655","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V7_8659","Obazoa","Eukaryota","Opisthokonta-Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Mesostoma",NA
"ZOTU-V7_8660","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida","Penardia-lineage","Penardia-lineage_X","Penardia-lineage_X_sp."
"ZOTU-V7_8658","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_8665","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8666","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8670","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V7_8668","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_8673","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae",NA,NA,NA,NA
"ZOTU-V7_8669","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8677","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8675","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_8683","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Dothideomycetes",NA,NA
"ZOTU-V7_8680","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8682","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_8681","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8684","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8694","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ZOTU-V7_8695","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Sandonidae_X","Sandonidae_X_sp."
"ZOTU-V7_8693","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8691","Excavata","Eukaryota","Metamonada-Preaxostyla","Preaxostyla_X","Preaxostyla_XX","Paramastigidae","Paratrimastix","Paratrimastix_pyriformis"
"ZOTU-V7_8705","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Rhabdomonadales","Menoidium","Menoidium_gibbum"
"ZOTU-V7_8698","Haptista","Eukaryota","Centroplasthelida-Centroplasthelida_X","Centroplasthelida_XX","Centroplasthelida_XXX","Centroplasthelida_XXXX","Centroplasthelida_XXXXX","Centroplasthelida_XXXXX_sp."
"ZOTU-V7_8700","Obazoa","Eukaryota","Opisthokonta-Metazoa","Tardigrada","Tardigrada_X","Tardigrada_XX","Acutuncus","Acutuncus_antarcticus"
"ZOTU-V7_8701","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Hymenostomatia",NA,NA,NA
"ZOTU-V7_8709","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_8707","Obazoa","Eukaryota","Opisthokonta-Fungi","Mucoromycota","Mucoromycotina","Mucorales",NA,NA
"ZOTU-V7_8712","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_8706","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX",NA,NA
"ZOTU-V7_8716","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_8714","Obazoa","Eukaryota","Opisthokonta-Metazoa","Gastrotricha","Gastrotricha_X","Gastrotricha_XX",NA,NA
"ZOTU-V7_8720","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_8717","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8728","Excavata","Eukaryota","Discoba-Discoba_X","Heterolobosea","Tetramitia_I","Tetramitia_I_X","Tetramitia_I_XX","Tetramitia_I_XX_sp."
"ZOTU-V7_8723","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales","Neidiaceae","Neidium","Neidium_affine"
"ZOTU-V7_8719","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8726","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycetes","Melampsora","Melampsora_occidentalis"
"ZOTU-V7_8725","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_8727","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Hypotrichia",NA,NA,NA
"ZOTU-V7_8733","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda",NA,NA,NA,NA
"ZOTU-V7_8734","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Eumonhystera","Eumonhystera_sp."
"ZOTU-V7_8738","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_8737","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8749","Excavata","Eukaryota","Metamonada-Fornicata","Fornicata_X","Diplomonadida","Hexamitidae","Spironucleus","Spironucleus_salmonis"
"ZOTU-V7_8736","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_8739","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8745","Obazoa","Eukaryota","Opisthokonta-Metazoa","Craniata","Craniata_X","Mammalia","Homo","Homo_sapiens"
"ZOTU-V7_8740","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Ulota","Ulota_phyllantha"
"ZOTU-V7_8744","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp."
"ZOTU-V7_8743","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8753","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae",NA,NA
"ZOTU-V7_8755","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda",NA,NA,NA,NA
"ZOTU-V7_8751","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Imbricatea",NA,NA,NA,NA
"ZOTU-V7_8748","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales",NA,NA,NA
"ZOTU-V7_8752","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Rhodotorula",NA
"ZOTU-V7_8754","Obazoa","Eukaryota","Apusomonada-Apusomonada_X","Apusomonadidae","Apusomonadidae_Group-1","Apusomonadidae_Group-1_X",NA,NA
"ZOTU-V7_8763","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Peritrichia_2","Sessilida",NA,NA
"ZOTU-V7_8758","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA
"ZOTU-V7_8760","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Chromulinales","Chromulinales_X","Chromulinales_XX","Chromulinales_XX_sp."
"ZOTU-V7_8756","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_8764","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X",NA,NA
"ZOTU-V7_8767","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Haptoria_6","Lacrymariidae","Lacrymariidae_X","Lacrymariidae_X_sp."
"ZOTU-V7_8786","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X","Marssoniella","Marssoniella_elegans"
"ZOTU-V7_8773","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_8775","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae",NA,NA
"ZOTU-V7_8776","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_8777","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8778","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida","Sey055-lineage","Sey055-lineage_X","Sey055-lineage_X_sp."
"ZOTU-V7_8780","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8787","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida",NA,NA,NA
"ZOTU-V7_8785","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8794","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida","Penardia-lineage","Penardia-lineage_X","Penardia-lineage_X_sp."
"ZOTU-V7_8797","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Ascomycota_X","Ascomycota_XX","Archaeorhizomyces",NA
"ZOTU-V7_8790","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_8793","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_8796","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_8798","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","Anthracoidea","Anthracoidea_karii"
"ZOTU-V7_8795","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_8799","Obazoa","Eukaryota","Opisthokonta-Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
