"","asv_code","domain","supergroup","division","subdivision","class","order","family","genus","species","trophic_mode"
"154","ZOTU-V9_10670","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"155","ZOTU-V9_10673","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Unassigned","Unassigned","Unassigned","heterotrophs"
"156","ZOTU-V9_10675","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"157","ZOTU-V9_10676","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"158","ZOTU-V9_1068","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"159","ZOTU-V9_10684","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"160","ZOTU-V9_10686","Eukaryota","TSAR","Rhizaria","Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp.","heterotrophs"
"161","ZOTU-V9_10690","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Spongospora","Spongospora_nasturtii","parasites"
"162","ZOTU-V9_10694","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Unassigned","Unassigned","heterotrophs"
"163","ZOTU-V9_10700","Eukaryota","TSAR","Alveolata","Ciliophora","Armophorea","Armophorea_X","Tropidoatractidae","Tropidoatractus","Unassigned","heterotrophs"
"164","ZOTU-V9_10701","Eukaryota","Excavata","Discoba","Discoba_X","Discoba_XX","Jakobida","Unassigned","Unassigned","Unassigned",NA
"165","ZOTU-V9_10707","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Saprolegniales","Unassigned","Unassigned","parasites"
"166","ZOTU-V9_10708","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"167","ZOTU-V9_1071","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"168","ZOTU-V9_10718","Eukaryota","Amoebozoa","Discosea","Discosea_X","Centramoebia","Acanthopodida","Acanthamoebidae","Acanthamoeba","Acanthamoeba_sp.","heterotrophs"
"169","ZOTU-V9_10727","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"170","ZOTU-V9_10729","Eukaryota","TSAR","Stramenopiles","Bigyra","Bicoecea","Borokales","Borokaceae","Borokaceae_X","Borokaceae_X_sp.","heterotrophs"
"171","ZOTU-V9_10734","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae","Unassigned","Unassigned","phototrophs"
"172","ZOTU-V9_10737","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Craspedida","Unassigned","Unassigned","Unassigned","heterotrophs"
"173","ZOTU-V9_1075","Eukaryota","Obazoa","Opisthokonta","Metazoa","Gastrotricha","Gastrotricha_X","Gastrotricha_XX","Chaetonotus","Chaetonotus_gelidus","heterotrophs"
"174","ZOTU-V9_10758","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"175","ZOTU-V9_10761","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Leptophryidae","Unassigned","Unassigned","heterotrophs"
"176","ZOTU-V9_10763","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales","Lagenidium","Lagenidium_caudatum","parasites"
"177","ZOTU-V9_10771","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales","Unassigned","Unassigned","parasites"
"178","ZOTU-V9_10773","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Neobodonida","Rhynchomonadidae","Rhynchomonas","Rhynchomonas_sp.","heterotrophs"
"179","ZOTU-V9_10775","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Unassigned","Unassigned","phototrophs"
"180","ZOTU-V9_10776","Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Rhynchostomatia","Dileptidae","Dileptidae_X","Dileptidae_X_sp.","heterotrophs"
"181","ZOTU-V9_10790","Eukaryota","Excavata","Discoba","Discoba_X","Heterolobosea","Tetramitia_V","Vahlkampfiidae_V","Tetramitus","Unassigned","heterotrophs"
"182","ZOTU-V9_10791","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Unassigned","Unassigned","Unassigned",NA
"183","ZOTU-V9_10814","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"184","ZOTU-V9_10815","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Unassigned","Unassigned","Unassigned","parasites"
"185","ZOTU-V9_10825","Eukaryota","Obazoa","Breviatea","Breviatea_X","Breviatea_XX","Breviatea_XXX","Breviata-lineage","Unassigned","Unassigned","heterotrophs"
"186","ZOTU-V9_10834","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"187","ZOTU-V9_10844","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"188","ZOTU-V9_10845","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Unassigned","phototrophs"
"189","ZOTU-V9_10859","Eukaryota","Amoebozoa","Discosea","Discosea_X","Centramoebia","Acanthopodida","Acanthamoebidae","Protacanthamoeba","Unassigned","heterotrophs"
"190","ZOTU-V9_10865","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Spongospora","Spongospora_sp.","parasites"
"191","ZOTU-V9_10866","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"192","ZOTU-V9_10867","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Eurotiomycetes_X","Eurotiomycetes_X_sp.","heterotrophs"
"193","ZOTU-V9_10871","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"194","ZOTU-V9_10876","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"195","ZOTU-V9_10883","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Chelicerata","Arachnida","Teutonia","Unassigned","heterotrophs"
"196","ZOTU-V9_10893","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Jirovecia","Jirovecia_sinensis","parasites"
"197","ZOTU-V9_10897","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"198","ZOTU-V9_109","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Hydrurales","Hydruraceae","Hydrurus","Unassigned","phototrophs"
"199","ZOTU-V9_10903","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"200","ZOTU-V9_10924","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"201","ZOTU-V9_10925","Eukaryota","Obazoa","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp.","heterotrophs"
"202","ZOTU-V9_10929","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"203","ZOTU-V9_1093","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"204","ZOTU-V9_10933","Eukaryota","Obazoa","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Unassigned","Unassigned","heterotrophs"
"205","ZOTU-V9_10935","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"206","ZOTU-V9_10940","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Unassigned","Unassigned","heterotrophs"
"207","ZOTU-V9_10941","Eukaryota","Excavata","Discoba","Euglenozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"208","ZOTU-V9_10948","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"209","ZOTU-V9_1095","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Unassigned","Unassigned","phototrophs"
"210","ZOTU-V9_10958","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae","Oxytricha","Oxytricha_sp.","heterotrophs"
"211","ZOTU-V9_10966","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"212","ZOTU-V9_1097","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Unassigned","Unassigned","heterotrophs"
"213","ZOTU-V9_10972","Eukaryota","TSAR","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"214","ZOTU-V9_10979","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Unassigned","Unassigned","heterotrophs"
"215","ZOTU-V9_1099","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Pansomonadida","Agitatidae","Agitatidae_X","Agitatidae_X_sp.","heterotrophs"
"216","ZOTU-V9_10991","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Prasiolales","Prasiolales_X","Elliptochloris","Elliptochloris_subsphaerica","phototrophs"
"217","ZOTU-V9_10992","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Unassigned","Unassigned","Unassigned","heterotrophs"
"218","ZOTU-V9_10994","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Unassigned","Unassigned","Unassigned",NA
"219","ZOTU-V9_10995","Eukaryota","Excavata","Discoba","Discoba_X","Heterolobosea","Tetramitia_I","Neovahlkampfiidae","Neovahlkampfia","Neovahlkampfia_nana","heterotrophs"
"220","ZOTU-V9_11003","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Unassigned","Unassigned","Unassigned","Unassigned",NA
"221","ZOTU-V9_11004","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Unassigned","Unassigned","Unassigned","Unassigned",NA
"222","ZOTU-V9_11008","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"223","ZOTU-V9_11013","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Hibberdiales","Hibberdiaceae","Chrysocapsa_Clade2","Chrysocapsa_sp.","phototrophs"
"224","ZOTU-V9_11016","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysosaccales","Chrysosaccaceae","Chromophyton","Chromophyton_vischeri","phototrophs"
"225","ZOTU-V9_11018","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Unassigned","Unassigned","heterotrophs"
"226","ZOTU-V9_11019","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"227","ZOTU-V9_11024","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Granofilosea","Filosa-Granofilosea_X","Novel-Gran-6","Novel-Gran-6_X","Novel-Gran-6_X_sp.",NA
"228","ZOTU-V9_11027","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Unassigned","Unassigned","heterotrophs"
"229","ZOTU-V9_11028","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycota_X","Chytridiomycota_XX","Chytridiomycota_XXX","Chytridiomycota_XXX_sp.","saprotrophs/parasites"
"230","ZOTU-V9_11031","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"231","ZOTU-V9_11034","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp.",NA
"232","ZOTU-V9_11037","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Monocystis","Monocystis_sp.","parasites"
"233","ZOTU-V9_11043","Eukaryota","Haptista","Centroplasthelida","Centroplasthelida_X","Pterocystida","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"234","ZOTU-V9_11046","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"235","ZOTU-V9_11049","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Plasmodiophorida_XX","Plasmodiophorida_XX_sp.","parasites"
"236","ZOTU-V9_1105","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"237","ZOTU-V9_11063","Eukaryota","Amoebozoa","Tubulinea","Tubulinea_X","Echinamoebida","Echinamoebida_X","Echinamoebidae","Echinamoeba","Echinamoeba_sp.","heterotrophs"
"238","ZOTU-V9_11064","Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Rhynchostomatia","Dileptidae","Unassigned","Unassigned","heterotrophs"
"239","ZOTU-V9_11070","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Monocystis","Monocystis_sp.","parasites"
"240","ZOTU-V9_11071","Eukaryota","Obazoa","Opisthokonta","Fungi","Blastocladiomycota","Blastocladiomycotina","Blastocladiomycetes","Unassigned","Unassigned","heterotrophs"
"241","ZOTU-V9_11072","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Chytridiales","Chytridiales_X","Chytridiales_XX","Chytridiales_XX_sp.","saprotrophs/parasites"
"242","ZOTU-V9_11073","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"243","ZOTU-V9_11078","Eukaryota","TSAR","Alveolata","Ciliophora","Armophorea","Armophorea_X","Caenomorphidae","Caenomorpha","Caenomorpha_sp.","heterotrophs"
"244","ZOTU-V9_11081","Eukaryota","Obazoa","Opisthokonta","Fungi","Zoopagomycota","Kickxellomycotina","Harpellales","Smittium","Unassigned","symbiotrophs"
"245","ZOTU-V9_11082","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"246","ZOTU-V9_11086","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"247","ZOTU-V9_11090","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"248","ZOTU-V9_11092","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Unassigned","phototrophs"
"249","ZOTU-V9_11102","Eukaryota","Excavata","Discoba","Discoba_X","Heterolobosea","Tetramitia_V","Vahlkampfiidae_V","Tetramitus","Tetramitus_thorntoni","heterotrophs"
"250","ZOTU-V9_11103","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Cryptococcus","Cryptococcus_sp.","pathotrophs/saprotrophs/symbiotrophs"
"251","ZOTU-V9_11105","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"252","ZOTU-V9_11112","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"253","ZOTU-V9_11113","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Leohumicola","Leohumicola_verrucosa","saprotrophs"
"254","ZOTU-V9_11119","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"255","ZOTU-V9_1112","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Unassigned","Unassigned","Unassigned","heterotrophs"
"256","ZOTU-V9_11122","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp.","phototrophs"
"257","ZOTU-V9_11125","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"258","ZOTU-V9_11126","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp.","heterotrophs"
"259","ZOTU-V9_11132","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"260","ZOTU-V9_11136","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"261","ZOTU-V9_11139","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"262","ZOTU-V9_11140","Eukaryota","Obazoa","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp.","heterotrophs"
"263","ZOTU-V9_11146","Eukaryota","Obazoa","Opisthokonta","Fungi","Mucoromycota","Mucoromycotina","Umbelopsidales","Umbelopsis","Unassigned","saprotrophs"
"264","ZOTU-V9_11152","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Hyplorynchus","Hyplorynchus_sp.","parasites"
"265","ZOTU-V9_11159","Eukaryota","TSAR","Alveolata","Ciliophora","Oligohymenophorea","Peniculia","Parameciidae","Paramecium","Paramecium_putrinum","heterotrophs"
"266","ZOTU-V9_11165","Eukaryota","TSAR","Alveolata","Ciliophora","Oligohymenophorea","Hymenostomatia","Tetrahymenida","Tetrahymenida_X","Tetrahymenida_X_sp.","heterotrophs"
"267","ZOTU-V9_11166","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chromulinales","Chromulinaceae","Oikomonas","Oikomonas_sp.","phototrophs"
"268","ZOTU-V9_11167","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Erysiphe","Erysiphe_pisi","pathotrophs"
"269","ZOTU-V9_1117","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Fragilariales","Unassigned","Unassigned","Unassigned","phototrophs"
"270","ZOTU-V9_11170","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Pezizomycetes","Unassigned","Unassigned","heterotrophs"
"271","ZOTU-V9_11171","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"272","ZOTU-V9_11184","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"273","ZOTU-V9_11190","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"274","ZOTU-V9_11197","Eukaryota","Amoebozoa","Discosea","Discosea_X","Flabellinia","Flabellinia_X","LKM74-lineage","LKM74-lineage_X","LKM74-lineage_X_sp.","heterotrophs"
"275","ZOTU-V9_11199","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"276","ZOTU-V9_11206","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Phialocephala","Phialocephala_subalpina","symbiotrophs"
"277","ZOTU-V9_11207","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","Rhodotorula","Rhodotorula_sp.","pathotrophs/saprotrophs"
"278","ZOTU-V9_1121","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"279","ZOTU-V9_11213","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"280","ZOTU-V9_11214","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Kinetoplastea_X","Kinetoplastea_XX","Rhynchobodo","Rhynchobodo_sp.","heterotrophs"
"281","ZOTU-V9_11222","Eukaryota","Obazoa","Opisthokonta","Metazoa","Mollusca","Bivalvia","Heteroconchia","Unassigned","Unassigned","heterotrophs"
"282","ZOTU-V9_11228","Eukaryota","Obazoa","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp.","heterotrophs"
