"","asv_code","domain","supergroup","division","subdivision","class","order","family","genus","species","trophic_mode"
"292","ZOTU-V9_11280","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Geastrum","Geastrum_saccatum","saprotrophs"
"293","ZOTU-V9_11288","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Tectofilosida","Pseudodifflugiidae","Pseudodifflugiidae_X","Pseudodifflugiidae_X_sp.",NA
"294","ZOTU-V9_11291","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Unassigned","Unassigned","parasites"
"295","ZOTU-V9_11294","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Unassigned","Unassigned","Unassigned","heterotrophs"
"296","ZOTU-V9_11295","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Unassigned","Unassigned","heterotrophs"
"297","ZOTU-V9_11297","Eukaryota","Amoebozoa","Tubulinea","Tubulinea_X","Elardia","Arcellinida","Phryganellina","Cryptodifflugia","Unassigned","heterotrophs"
"298","ZOTU-V9_11299","Eukaryota","TSAR","Alveolata","Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp.","parasites"
"299","ZOTU-V9_1130","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Sphaeropleales_XX","Sphaeropleales_XX_sp.","phototrophs"
"300","ZOTU-V9_11300","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Unassigned","Unassigned","Unassigned","heterotrophs"
"301","ZOTU-V9_11302","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"302","ZOTU-V9_11307","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"303","ZOTU-V9_11308","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei","phototrophs"
"304","ZOTU-V9_11309","Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Unassigned","Unassigned","phototrophs"
"305","ZOTU-V9_11322","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycota_X","Chytridiomycota_XX","Chytridiomycota_XXX","Chytridiomycota_XXX_sp.","saprotrophs/parasites"
"306","ZOTU-V9_11325","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"307","ZOTU-V9_11327","Eukaryota","Excavata","Discoba","Discoba_X","Discoba_XX","Jakobida","Unassigned","Unassigned","Unassigned",NA
"308","ZOTU-V9_1133","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","Choricystis","Choricystis_sp.","phototrophs"
"309","ZOTU-V9_11348","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Unassigned","Unassigned","Unassigned","parasites"
"310","ZOTU-V9_1135","Eukaryota","Obazoa","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Unassigned","Unassigned","heterotrophs"
"311","ZOTU-V9_11355","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Granofilosea","Filosa-Granofilosea_X","Novel-Gran-6","Novel-Gran-6_X","Novel-Gran-6_X_sp.",NA
"312","ZOTU-V9_11360","Eukaryota","TSAR","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_2","Sessilida","Vorticella","Vorticella_convallaria","heterotrophs"
"313","ZOTU-V9_11361","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"314","ZOTU-V9_11362","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"315","ZOTU-V9_11364","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Unassigned","Unassigned","Unassigned","heterotrophs"
"316","ZOTU-V9_11369","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Unassigned","Unassigned","heterotrophs"
"317","ZOTU-V9_1137","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Unassigned","Unassigned","heterotrophs"
"318","ZOTU-V9_11372","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"319","ZOTU-V9_11373","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniopsidaceae","Parvodinium","Parvodinium_inconspicuum",NA
"320","ZOTU-V9_11385","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"321","ZOTU-V9_11387","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Unassigned","Unassigned","heterotrophs"
"322","ZOTU-V9_11388","Eukaryota","Obazoa","Opisthokonta","Fungi","Mucoromycota","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"323","ZOTU-V9_11389","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"324","ZOTU-V9_1139","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Neochlorosarcina","Neochlorosarcina_sp.","phototrophs"
"325","ZOTU-V9_114","Eukaryota","TSAR","Alveolata","Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp.","parasites"
"326","ZOTU-V9_1140","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"327","ZOTU-V9_11401","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Unassigned","Unassigned","Unassigned","heterotrophs"
"328","ZOTU-V9_11407","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp.","heterotrophs"
"329","ZOTU-V9_11410","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"330","ZOTU-V9_11420","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Sey055-lineage","Sey055-lineage_X","Sey055-lineage_X_sp.","heterotrophs"
"331","ZOTU-V9_11421","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"332","ZOTU-V9_11423","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"333","ZOTU-V9_11425","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Granofilosea","Unassigned","Unassigned","Unassigned","Unassigned",NA
"334","ZOTU-V9_11436","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Fibrophrys","Fibrophrys_sp.","heterotrophs"
"335","ZOTU-V9_11437","Eukaryota","Obazoa","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Trichocerca","Trichocerca_elongata","heterotrophs"
"336","ZOTU-V9_11438","Eukaryota","TSAR","Stramenopiles","Gyrista","Pelagophyceae","Sarcinochrysidales","Sarcinochrysidaceae","Unassigned","Unassigned",NA
"337","ZOTU-V9_11439","Eukaryota","TSAR","Stramenopiles","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pedinellales_X","Pedinellales_X_sp.","phototrophs"
"338","ZOTU-V9_11440","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"339","ZOTU-V9_11443","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Dolichomastigales","Crustomastigaceae","Crustomastigaceae-AB","Crustomastigaceae-AB_sp.","phototrophs"
"340","ZOTU-V9_11446","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
"341","ZOTU-V9_11447","Eukaryota","Obazoa","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Strongylostoma","Strongylostoma_elongatum","heterotrophs"
"342","ZOTU-V9_11451","Eukaryota","Amoebozoa","Evosea","Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Unassigned","heterotrophs"
"343","ZOTU-V9_11459","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Unassigned","Unassigned","heterotrophs"
"344","ZOTU-V9_11464","Eukaryota","Amoebozoa","Evosea","Eumycetozoa","Myxogastria_Fuscisporidia","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"345","ZOTU-V9_11466","Eukaryota","Amoebozoa","Discosea","Discosea_X","Centramoebia","Acanthopodida","Acanthamoebidae","Protacanthamoeba","Protacanthamoeba_sp.","heterotrophs"
"346","ZOTU-V9_11469","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
"347","ZOTU-V9_11475","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"348","ZOTU-V9_11481","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"349","ZOTU-V9_11482","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"350","ZOTU-V9_11484","Eukaryota","Obazoa","Opisthokonta","Fungi","Mucoromycota","Mucoromycotina","Umbelopsidales","Umbelopsis","Unassigned","saprotrophs"
"351","ZOTU-V9_11494","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp.",NA
"352","ZOTU-V9_11497","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp.",NA
"353","ZOTU-V9_11501","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"354","ZOTU-V9_11502","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Unassigned","Unassigned","heterotrophs"
"355","ZOTU-V9_1151","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"356","ZOTU-V9_11510","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","Leidyana2","Unassigned","parasites"
"357","ZOTU-V9_11525","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Diplophrydaceae","Diplophrys","Diplophrys_sp.","heterotrophs"
"358","ZOTU-V9_11526","Eukaryota","Excavata","Discoba","Discoba_X","Heterolobosea","Heterolobosea_X","Creneidae","Creneis","Creneis_carolina","heterotrophs"
"359","ZOTU-V9_11527","Eukaryota","Amoebozoa","Tubulinea","Tubulinea_X","Elardia","Euamoebida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp.","heterotrophs"
"360","ZOTU-V9_11538","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Spongospora","Spongospora_nasturtii","parasites"
"361","ZOTU-V9_11542","Eukaryota","TSAR","Alveolata","Ciliophora","Armophorea","Armophorea_X","Unassigned","Unassigned","Unassigned","heterotrophs"
"362","ZOTU-V9_11549","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Plasmodiophorida_XX","Plasmodiophorida_XX_sp.","parasites"
"363","ZOTU-V9_11551","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Unassigned","Unassigned","Unassigned",NA
"364","ZOTU-V9_11553","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Unassigned","Unassigned","heterotrophs"
"365","ZOTU-V9_1156","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"366","ZOTU-V9_11560","Eukaryota","TSAR","Alveolata","Chrompodellids","Colpodellidea","Colpodellida","Colpodellida_CHR1","Colpodellida_CHR1_X","Colpodellida_CHR1_X_sp.",NA
"367","ZOTU-V9_11563","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chloromonas","Chloromonas_sp.","phototrophs"
"368","ZOTU-V9_11575","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Branchiopoda","Unassigned","Unassigned","heterotrophs"
"369","ZOTU-V9_11579","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Unassigned","Unassigned","Unassigned","parasites"
"370","ZOTU-V9_11582","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Diplophrydaceae","Diplophrys","Diplophrys_sp.","heterotrophs"
"371","ZOTU-V9_11587","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Unassigned","Unassigned","heterotrophs"
"372","ZOTU-V9_11589","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae","Unassigned","Unassigned","Unassigned","Unassigned",NA
"373","ZOTU-V9_11590","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales","Unassigned","Unassigned","parasites"
"374","ZOTU-V9_11593","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Euglenophyceae","Euglenaceae","Euglena","Euglena_pseudostellata","phototrophs"
"375","ZOTU-V9_11594","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Unassigned","Unassigned","Unassigned","heterotrophs"
"376","ZOTU-V9_11596","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Unassigned","Unassigned","Unassigned","Unassigned",NA
"377","ZOTU-V9_11598","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"378","ZOTU-V9_11599","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Unassigned","Unassigned","parasites"
"379","ZOTU-V9_116","Eukaryota","Obazoa","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Dero","Dero_digitata","heterotrophs"
"380","ZOTU-V9_11602","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetes_X","Agaricomycetes_X_sp.","heterotrophs"
"381","ZOTU-V9_11611","Eukaryota","Excavata","Discoba","Discoba_X","Heterolobosea","Tetramitia_VI","Psalteriomonadidae","Psalteriomonas","Psalteriomonas_lanterna","heterotrophs"
"382","ZOTU-V9_11613","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"383","ZOTU-V9_11615","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Unassigned","Unassigned","Unassigned","heterotrophs"
"384","ZOTU-V9_11616","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"385","ZOTU-V9_11621","Eukaryota","Obazoa","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Unassigned","Unassigned","heterotrophs"
"386","ZOTU-V9_11629","Eukaryota","Obazoa","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp.","heterotrophs"
"387","ZOTU-V9_11635","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysophyceae_env_clade-I","Chrysophyceae_env_clade-I_X","Chrysophyceae_env_clade-I_XX","Chrysophyceae_env_clade-I_XX_sp.","phototrophs"
"388","ZOTU-V9_11638","Eukaryota","TSAR","Stramenopiles","Bigyra","Bicoecea","Borokales","Borokaceae","Borokaceae_X","Borokaceae_X_sp.","heterotrophs"
"389","ZOTU-V9_11651","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"390","ZOTU-V9_11652","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporomycetes_XX","Unassigned","Unassigned","parasites"
"391","ZOTU-V9_11664","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Saccharomycotina","Saccharomycetales","Metschnikowia","Unassigned","heterotrophs"
"392","ZOTU-V9_11676","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"393","ZOTU-V9_11678","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"394","ZOTU-V9_11681","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Trechispora","Trechispora_sp.","saprotrophs"
"395","ZOTU-V9_11683","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp.",NA
"396","ZOTU-V9_11685","Eukaryota","TSAR","Alveolata","Ciliophora","Prostomatea_2","Prostomatea_2_X","Placidae","Placus","Unassigned","heterotrophs"
"397","ZOTU-V9_11687","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"398","ZOTU-V9_11693","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"399","ZOTU-V9_11694","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"400","ZOTU-V9_11696","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_edax","heterotrophs"
"401","ZOTU-V9_11698","Eukaryota","TSAR","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"402","ZOTU-V9_11705","Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Unassigned","Unassigned","phototrophs"
"403","ZOTU-V9_11709","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycetes","Melampsora","Melampsora_euphorbiae","pathotrophs"
"404","ZOTU-V9_1172","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Polarella","Polarella_glacialis",NA
"405","ZOTU-V9_11725","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"406","ZOTU-V9_11726","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"407","ZOTU-V9_1173","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Fragilariales","Staurosiraceae","Unassigned","Unassigned","phototrophs"
"408","ZOTU-V9_11739","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysosaccales","Chrysosaccaceae","Chrysosaccus","Chrysosaccus_sp.","phototrophs"
"409","ZOTU-V9_11742","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp.","phototrophs"
"410","ZOTU-V9_11743","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"411","ZOTU-V9_11744","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"412","ZOTU-V9_11747","Eukaryota","TSAR","Alveolata","Ciliophora","Armophorea","Armophorea_X","Tropidoatractidae","Tropidoatractus","Unassigned","heterotrophs"
"413","ZOTU-V9_11749","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Suillus","Unassigned","symbiotrophs"
"414","ZOTU-V9_11750","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"415","ZOTU-V9_11751","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"416","ZOTU-V9_11755","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"417","ZOTU-V9_11769","Eukaryota","Amoebozoa","Discosea","Discosea_X","Flabellinia","Thecamoebida","Thecamoebidae","Stenamoeba","Stenamoeba_sp.","heterotrophs"
"418","ZOTU-V9_11771","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Unassigned","Unassigned","Unassigned","heterotrophs"
"419","ZOTU-V9_11776","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"420","ZOTU-V9_11787","Eukaryota","Amoebozoa","Tubulinea","Tubulinea_X","Elardia","Euamoebida","Hartmannellidae","Copromyxa","Copromyxa_microcystidis","heterotrophs"
"421","ZOTU-V9_11792","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"422","ZOTU-V9_11796","Eukaryota","TSAR","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"423","ZOTU-V9_11800","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Spongospora","Unassigned","parasites"
"424","ZOTU-V9_11802","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Kinetoplastea_X","Kinetoplastea_XX","Kinetoplastea_XX_MET8","Kinetoplastea_XX_MET8_sp.","heterotrophs"
"425","ZOTU-V9_11806","Eukaryota","Amoebozoa","Evosea","Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Mastigamoeba_sp.","heterotrophs"
"426","ZOTU-V9_11812","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Unassigned","Unassigned","heterotrophs"
"427","ZOTU-V9_11814","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"428","ZOTU-V9_11824","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"429","ZOTU-V9_11827","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Unassigned","Unassigned","Unassigned","phototrophs"
"430","ZOTU-V9_11831","Eukaryota","TSAR","Stramenopiles","Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp.","heterotrophs"
"431","ZOTU-V9_11837","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"432","ZOTU-V9_11841","Eukaryota","Obazoa","Opisthokonta","Ichthyosporea","Ichthyophonida","Pseudoperkinsidae","Pseudoperkinsidae_X","Creolimax","Creolimax_fragrantissima","heterotrophs"
"433","ZOTU-V9_11846","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"434","ZOTU-V9_11848","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"435","ZOTU-V9_11864","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Unassigned","Unassigned","Unassigned",NA
"436","ZOTU-V9_11868","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"437","ZOTU-V9_11871","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Unassigned","Unassigned","heterotrophs"
"438","ZOTU-V9_11874","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Spongospora","Spongospora_subterranea","parasites"
"439","ZOTU-V9_11875","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chloromonas","Chloromonas_sp.","phototrophs"
"440","ZOTU-V9_11878","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Unassigned","Unassigned","parasites"
"441","ZOTU-V9_1188","Eukaryota","TSAR","Alveolata","Chrompodellids","Colpodellidea","Colpodellida","Unassigned","Unassigned","Unassigned",NA
"442","ZOTU-V9_11884","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Monoblepharidales","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"443","ZOTU-V9_11885","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"444","ZOTU-V9_11888","Eukaryota","TSAR","Stramenopiles","Gyrista","Xanthophyceae","Xanthophyceae_X","Xanthophyceae_XX","Tribonema","Tribonema_intermixum","phototrophs"
"445","ZOTU-V9_11890","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Unassigned","Unassigned","phototrophs"
