"","sample_id","MDS1","MDS2","d15N_anomaly_mean_1800_1850","mean_air_temp_degC_anomaly_combined","fish_present_binary_YN"
"102","CANY20_7",0.551194325658247,-0.219445045980187,-0.396555655363636,-0.740512820512821,"No"
"103","CANY20_7.5",0.451315074830103,-0.133377248426967,-0.0919446122727265,-0.740512820512821,"No"
"104","CANY20_8",0.616559999927481,-0.0482021110899162,-0.148657898363636,-0.740512820512821,"No"
"105","CANY20_8.5",0.460110982671226,-0.0997387893769891,0.124838387727273,-0.740512820512821,"No"
"106","CANY20_9",0.310859103743505,-0.120097744378114,0.0238195106363639,-0.740512820512821,"No"
"107","CANY20_9.5",0.583628938186059,-0.183016242134375,-0.131904612272727,-0.740512820512821,"No"
"108","CRES21_0.5",0.702480558163545,-0.0623233283863426,-1.58144119555556,0.743333333333333,"No"
"109","CRES21_1",0.737495904768149,-0.0587678795518892,-0.865373295555556,0.593333333333334,"No"
"110","CRES21_1.5",0.541675661277017,-0.0124164951481804,-0.920909395555556,0.693333333333333,"No"
"111","CRES21_10",0.0598749451190824,-0.177423966414676,0.272146004444444,0.0933333333333337,"No"
"112","CRES21_10.5",0.234750759364324,-0.0813713587007824,0.653378064444444,0.0933333333333337,"No"
"113","CRES21_11",0.60832310242858,-0.0335696238417429,0.976229504444444,0.0933333333333337,"No"
"114","CRES21_11.5",0.465789879482574,-0.0762186189655487,0.765830124444444,0.0933333333333337,"No"
"115","CRES21_12",-0.213659377111211,-0.111300360964778,0.459901604444444,0.0933333333333337,"No"
"116","CRES21_12.5",0.441759684979404,-0.018610746509713,0.327696144444444,0.0933333333333337,"No"
"117","CRES21_13",0.665664905849271,-0.0796990926364552,-0.000499095555555717,0.0933333333333337,"No"
"118","CRES21_13.5",0.54079652642605,-0.0274119888288151,0.0715608844444444,0.0933333333333337,"No"
"119","CRES21_14",-0.111116095296826,-0.144643230137473,0.237191504444444,0.0933333333333337,"No"
"120","CRES21_14.5",0.615352367516418,-0.00799375271142709,0.121251324444444,0.0933333333333337,"No"
"121","CRES21_15",0.330174235428277,-0.151102723903538,0.0893839044444444,0.0933333333333337,"No"
"122","CRES21_15.5",0.504070167064282,-0.0119585962986752,-0.114029915555556,0.0933333333333337,"No"
"123","CRES21_16",0.569774370550306,-0.0600042225624291,-0.0364522955555557,0.0933333333333337,"No"
"124","CRES21_16.5",0.616087487270677,-0.00674922546634542,0.00780146444444441,0.0933333333333337,"No"
"125","CRES21_17",0.495888431575232,-0.161348199352634,-0.0624184955555556,0.0933333333333337,"No"
"126","CRES21_17.5",0.485259134957456,-0.0296613406144332,-0.314288375555556,0.0933333333333337,"No"
"127","CRES21_18",0.188548558851859,-0.275511133896785,-0.131328795555556,0.0933333333333337,"No"
"128","CRES21_18.5",-0.020992671613844,0.00391727822190639,-0.385531295555556,0.0933333333333337,"No"
"129","CRES21_19",0.695336242373802,-0.0278848190633794,-0.360031095555556,0.0933333333333337,"No"
"130","CRES21_19.5",0.501634795286937,-0.0032193879368564,-0.485411075555556,0.0933333333333337,"No"
"131","CRES21_2",0.494461204144623,-0.217770162028325,-0.845399295555556,0.976666666666667,"No"
"132","CRES21_2.5",0.524557703500932,0.022436496653809,-0.813845195555556,-0.206666666666667,"No"
"133","CRES21_20",0.645966814025193,-0.0841282547542189,-0.410964795555556,0.0933333333333337,"No"
"134","CRES21_20.5",0.277284592955234,0.0712797881809117,-0.445997975555556,0.0933333333333337,"No"
"135","CRES21_3",0.540194027816485,0.045000338020411,-1.07909509555556,0.455833333333334,"No"
"136","CRES21_3.5",0.342333070587146,-0.008038567647445,-1.32915419555556,0.213333333333333,"No"
"137","CRES21_4",0.641178836738135,0.0111570518738407,-1.28682469555556,0.243333333333334,"No"
"138","CRES21_4.5",0.178186986038716,-0.0189899324469552,-1.08400719555556,0.505833333333334,"No"
"139","CRES21_5",0.541055893885936,-0.127706684427045,-0.944270595555556,-0.433939393939394,"No"
"140","CRES21_5.5",-0.55759108260863,-0.294227442476295,-0.708782195555556,-0.535238095238095,"No"
